BA	bee0
BETTING	bet3 ting2
BETTINGER	bet3 ting2 ngqq2
BETTINGHOUSE	bet3 ting2 haaw3
BETTINGS	bet3 ting2
BETTINK	bet3 ting3
BETTIS	bet3 tis1
BETTON	bet3 tan2
BETTOR	bet3 tqq2
BETTOR	bet3 tqq2
BETTORS	bet3 tqq2
BETTY	bet3 tii2
BEWAIL	bi1 weel0
BEWAILED	bi1 weel0
BEWAILER	bi1 weel0 lqq2
BEWAILERS	bi1 weel0 lqs2
BEWAILING	bi1 weel0 ling2
BEWAILINGLY	bi1 weel0 ling2 lii2
BEWAILS	bi1 weel0
BEWARE	bi1 wxx0
BEWARE	bi1 wxx0
BEWARED	bi1 wxx0
BEWARED	bi1 wxx0
BEWARES	bi1 wxx0
BEWARES	bi1 wxx0
BEWILDER	bi1 wil0 dqq2
BEWILDERED	bi1 wil0 dqq2
BEWILDERING	bi1 wil0 dqq0 ring2
BEWILDERINGLY	bi1 wil0 dqq0 ring2 lii2
BEWILDERMENT	bi1 wil0 dq1 men3
BEWILDERMENTS	bi1 wil0 dq1 men3
BEWILDERS	bi1 wil0 dqq2
BEWITCH	bi1 wich3
BEWITCHED	bi1 wich3
BEWITCHER	bi1 wich3 chqq2
BEWITCHERY	bi1 wich3 chqq2 rii2
BEWITCHES	bi1 wich3 ches1
BEWITCHING	bi1 wich3 ching2
BEWITCHINGLY	bi1 wich3 ching2 lii2
BEWITCHMENT	bi1 wich3 men3
BEWITCHMENTS	bi1 wich3 men3
BIAS	baaj0 qs1
BIASED	baaj0 qs1
BIASES	baaj0 qs3 ses1
BIASI	baaj0 qs3 saaj0
BIASING	baaj0 qs3 sing2
BIASNESS	baaj0 qs3 nees1
BIASSED	baaj0 qs1
BIASSING	baaj0 qs3 sing2
BIBER	bi1 bqq2
BIBLE	baaj3 bql2
BIBLER	baaj3 blqq2
BIBLES	baaj3 bql2
BIBLESS	bi1 bles1
BIBLIC	bi1 blik1
BIBLICAL	bi1 bli3 khql2
BIBLICALLY	bi1 bli3 khq1 lii2
BIBLICISM	bi1 blis3 sis3 svm2
BIBLICIST	bi1 blis3 ses1
BIBLIOGRAPHER	bip3 bli1 @@0 kraaf3 fqq2
BIBLIOGRAPHERS	bip3 bli1 @@0 kraaf3 fqq2
BIBLIOGRAPHIC	bip3 bli1 @@0 kraaf3 fik1
BIBLIOGRAPHICAL	bip3 bli1 @@0 kraaf3 fik1 khql2
BIBLIOGRAPHICALLY	bip3 bli1 @@0 kraaf3 fi3 khq1 lii2
BIBLIOGRAPHIES	bip3 bli1 @@0 kraaf3 fis1
BIBLIOGRAPHIZE	bip3 bli1 @@0 kraaf3 faaj3
BIBLIOGRAPHY	bip3 bli1 @@0 kraaf3 fii2
BIBULA	bi1 biw0 lqq2
BIBULOSITIES	bi1 biw0 loo0 si3 tii2
BIBULOSITY	bi1 biw0 loo0 si3 tii2
BIBULOUS	bi1 biw0 lqs2
BIBULOUSLY	bi1 biw0 lqs2 lii2
BIBULOUSNESS	bi1 biw0 lqs2 nees1
BICE	baaj3
BICENTENARIES	baaj3 sen0 thii0 nq1 ris1
BICENTENARY	baaj3 sen0 thii0 nq1 rii2
BICENTRIC	baaj3 sen0 thrik1
BICENTRICITY	baaj3 sen0 thris3 si3 tii2
BICEPS	baaj3 sep3
BICEPSES	baaj3 sep3 ses1
BICESTER	bis3 tqq2
BICHLORIDE	baaj0 khloo0 raj3
BICHLORIDES	baaj0 khloo0 raj3
BICHROMATE	baaj0 khr@@0 mit3
BICHROMATED	baaj0 khr@@0 mi3 thet1
BICHROMATIC	baaj0 khr@@0 mxt3 thik1
BICHROMATISE	baaj0 khr@@0 mq1 tii2
BICHROMATISES	baaj0 khr@@0 mq1 this3 ses1
BICHROMATIZE	baaj0 khr@@0 mq1 thaj3
BICHROMATIZES	baaj0 khr@@0 mq1 thaaj0 ses1
BICHROME	baaj0 khr@@0
BICHROMIC	baaj0 khr@@0 mik1
BICKER	bi1 kqq2
BICKERED	bi1 kqt1
BICKERER	bi1 kqq0 rqq2
BICKERERS	bi1 kqq0 rqqs2
BICKERING	bi1 kqq0 ring2
BICKERINGS	bi1 kqq0 ring2
BICKERMAN	bi1 khqm0 mxxn0
BICKERS	bi1 kqq2
BICKERSON	bi1 khq1 san2
BICKERSONS	bi1 khq1 san2
BICKERTON	bi1 kq1 than2
BICYCLE	baaj3 si1 khql2
BICYCLED	baaj3 si1 kql2
BICYCLER	baaj3 si1 klqq2
BICYCLERS	baaj3 si1 klqs2
BICYCLES	baaj3 si1 kql2
BICYCLIC	baaj3 si1 klik1
BICYCLING	baaj3 si1 kling2
BICYCLIST	baaj3 si1 klis3
BICYCLISTRATUM	baaj3 si1 klis3 traa0 tham2
BICYCLISTS	baaj3 si1 klis3
BID	bit1
BIDE	baaj3
BIDEAU	bi1 doo2
BIDED	baaj0 det1
BIDEFORD	bi1 di1 fqqt1
BIDELL	bi1 deel0
BIDELMAN	bi1 deel0 mxxn0
BIDENTED	baaj0 deen0 thet1
BIDENTICULATE	baaj0 deen0 ti1 khiw0 lqt2
BIDENTIS	baaj0 deen0 tis1
BIDER	baaj0 dqq2
BIDERMAN	baaj0 dq1 mxxn0
BIDERMANN	bi1 dqq0 mxxn0
BIDERS	baaj0 dqq2
BIDES	baaj3
BIDET	bii0 dee0
BIDETS	bii0 dees1
BIDING	baaj0 ding2
BIDINGER	baaj0 ding0 ngqq2
BIDINGLY	baaj0 ding2 lii2
BIER	biia0
BIERBOWER	biia0 baaw0 wqq2
BIERER	biia0 rqq2
BIERES	biias2
BIERLEY	biia0 lee2
BIERMAN	biia0 mxxn0
BIERMANN	biia0 mxxn0
BIERMANNS	biia0 mxxn0
BIGAMIES	bi1 kq1 mis3
BIGAMIST	bi1 kq1 mis3
BIGAMISTIC	bi1 kq1 mis3 tik1
BIGAMISTS	bi1 kq1 mis3
BIGAMOUS	bi1 kq1 mqq2
BIGAMOUSLY	bi1 kq1 mq1 sa1 lii2
BIGAMY	bi1 kq1 mii2
BIGHT	baaj3
BIGHTED	baaj3 thet1
BIGHTS	baaj3
BIJOU	biich1 chuu0
BIJOUR	biich1 chuu0 rqq2
BIJOUR	biich1 chuu0 rqq2
BIJOUS	biich1 chuus2
BIKE	baaj3
BIKED	baaj3
BIKER	baaj3 kqq2
BIKERS	baaj3 kqq2
BIKES	baaj3
BIKEWAY	baaj3 wee0
BIKEWAYS	baaj3 wee0
BIKING	baaj3 king2
BILABE	baaj0 lee0
BILABIAL	baaj0 lee0 biial2
BILABIALS	baaj0 lee0 biial2
BILATERAL	baaj0 lxt3 thq1 rql2
BILATERALIS	baaj0 lxt3 hrql2 lis3
BILATERALISATION	baaj0 lxt3 rq1 laj3 see0 chan2
BILATERALISM	baaj0 lxt3 hrql2 lis3 svm2
BILATERALISMS	baaj0 lxt3 hrql2 lis3 svm2
BILATERALISTIC	baaj0 lxt3 hrql2 lis3 tik1
BILATERALITIES	baaj0 lxt3 thq1 r@l2 li3 tii2
BILATERALITY	baaj0 lxt3 thq1 r@l2 li3 tii2
BILATERALLY	baaj0 lxt3 thq1 rq1 lii2
BILATERALNESS	baaj0 lxt3 thq1 rq1 nees1
BILATERALS	baaj0 lxt3 thq1 rql2
BILATERISM	baaj0 lxt3 thq1 ris3 svm2
BILBERRIES	bil0 bqq0 rii2
BILBERRY	bil0 bqq0 rii2
BILBERRYING	bil0 bqq0 rii0 ing2
BILBROOK	bil0 bruuk3
BILBROUGH	bil0 braf3
BILBY	bil0 bii2
BILE	baaj0
BILES	baaj0
BILGE	bil3
BILGER	bil0 cqq2
BILGES	bil0 cis1
BILGY	bil0 cii2
BILHAM	bil0 hxxm2
BILIARY	bi1 liia0 rii2
BILIATE	bil0 li3 eet1
BILINGHAM	baaj0 ling0 hqm2
BILINGS	baaj0 ling2
BILINGTON	baaj0 ling0 tan2
BILINGUAL	baaj0 ling0 kwuual2
BILINGUALISM	baaj0 ling0 kwuual2 lis3 svm2
BILINGUALS	baaj0 ling0 kwuual2
BILINGUAR	baaj0 ling0 kwuual2 rqq2
BILINGUIST	baaj0 ling0 kwis3
BILION	bil0 liian2
BILIOUS	bil0 liias2
BILIOUSLY	bil0 liias3 lii2
BILIOUSNESS	bil0 liias3 nees1
BILITARY	baaj0 li3 thrii2
BILITER	baaj0 li3 tqq2
BILITERAL	baaj0 li3 thq1 rql2
BILITERALISM	baaj0 li3 thq1 rq1 lis3 svm2
BILITERATE	baaj0 li3 thq1 reet1
BILITIES	baaj0 li3 tii2
BILITY	baaj0 li3 tii2
BILL	bil0
BILLABLE	bil0 lee0 bql2
BILLBOARD	bil0 b@@t3
BILLBOARDED	bil0 b@@0 det1
BILLBOARDING	bil0 b@@0 ding2
BILLBOARDS	bil0 b@@t3
BILLED	bil0
BILLER	bil0 lqq2
BILLERA	bil0 lq1 rqq2
BILLERICA	bil0 lee0 rik3 kqq2
BILLERICAY	bil0 lq1 rik3 kii2
BILLERS	bil0 lqq2
BILLERS	bil0 lqs2
BILHARZIA	bil0 haas3 siia0
BILIATION	bil0 li3 ee0 chan2
BILK	bil3
BILKED	bil3
BILKER	bil0 kqq2
BILKERS	bil0 kqq2
BILKEY	bil0 kii2
BILKIN	bil0 kin2
BILKING	bil0 king2
BILKS	bil3
BILLES	bil0
BILLESES	bil0 ses1
BILLET	bil0 lit1
BILLETED	bil0 li3 thet1
BILLETER	bil0 li3 tqq2
BILLETERS	bil0 li3 tqq2
BILLETING	bil0 li3 ting2
BILLETS	bil0 lit1
BILLETT	bil0 lit1
BILLETTED	bil0 li3 theet1
BILLETTES	bil0 lit1
BILLETTS	bil0 lit1
BILLFOLD	bil0 fool0
BILLFOLDS	bil0 fool0
BILLHEAD	bil0 heet3
BILLHEADS	bil0 heet3
BILLHOOK	bil0 huk3
BILLHOOKS	bil0 huk3
BILLIAN	bil0 liian2
BILLIANS	bil0 liian2
BILLIARDS	bil0 liiat2
BILLICAN	bil0 lii0 khxxn0
BILLIES	bil0 lis3
BILLIKEN	bil0 lii0 keen0
BILLIKENS	bil0 lii0 keen0
BILLIKIN	bil0 lii0 kin2
BILLIN	bil0 lin2
BILLING	bil0 ling2
BILLINGER	bil0 ling0 ngqq2
BILLINGFORD	bil0 ling0 fqqt1
BILLINGHAM	bil0 ling0 hqm2
BILLINGS	bil0 ling2
BILLINGSGATE	bil0 ling0 sa1 keet1
BILLINGSLEA	bil0 ling0 sa1 lii2
BILLINGSLY	bil0 ling0 sa1 laaj0
BILLINGTON	bil0 ling0 tan2
BILLINGTONS	bil0 ling0 tan2
BILLION	bil0 liian2
BILLIONAIR	bil0 liian0 nxx0
BILLIONAIRE	bil0 liian0 nxx0
BILLIONAIRES	bil0 liian0 nxx0
BILLIONAIRESS	bil0 liian0 nxx0 ris1
BILLIONAIRESSES	bil0 liian0 nxx0 ris3 ses1
BILLIONFOLD	bil0 liian0 fool0
BILLIONS	bil0 liian2
BILLIONTH	bil0 liian0
BILLIONTHS	bil0 liian0
BILLMAN	bil0 mxxn0
BILLMANN	bil0 mxxn0
BILLMARKET	bil0 maa0 ket2
BILLMARTIN	bil0 maa0 thin0
BILLON	bil0 liian2
BILLONES	bil0 wan0
BILLONS	bil0 liian2
BILLOS	bil0 loos2
BILLOW	bil0 loo2
BILLOWED	bil0 loot1
BILLOWING	bil0 l@@0 wing2
BILLOWINGS	bil0 l@@0 wing2
BILLOWS	bil0 loos2
BILLOWY	bil0 l@@0 wii2
BILLS	bil0
BILLUPS	bil0 lap1
BILLY	bil0 lii2
BILLYCAN	bil0 lii0 khxxn0
BILLYCANS	bil0 lii0 khxxn0
BILLYCOCK	bil0 lik3 kh@k3
BILLYER	bil0 li1 qq2
BILLYS	bil0 lii2
BILTING	bil0 ting2
BILTIS	bil0 tii2
BIN	bin0
BINARIES	baaj0 nq1 ris1
BINARISM	baaj0 nq1 ris3 svm2
BINARY	baaj0 nq1 rii2
BINATION	bin0 nee0 chan2
BINATIONAL	bin0 nee0 chan2 n@l2
BINAURAL	bin0 n@@0 rql2
BINAURALLY	bin0 n@@0 rq1 lii2
BIND	baaj0
BINDABLE	baaj0 dee0 bql2
BINDED	baaj0 det1
BINDER	baaj0 dqq2
BINDERIES	baaj0 dqq0 ris1
BINDERLESS	baaj0 dqq0 les1
BINDERMAN	baaj0 dqq0 mxxn0
BINDERS	baaj0 dqq2
BINDERY	baaj0 dqq0 rii2
BINDHOLM	baaj0 h@@m0
BINDING	baaj0 ding2
BINDINGLY	baaj0 ding2 lii2
BINDINGS	baaj0 ding2
BINDIS	baaj0 dis1
BINDLE	baaj0 dql2
BINDLED	baaj0 dleet1
BINDLER	baaj0 dql2 rqq2
BINDLES	baaj0 dles1
BINDLEY	baaj0 lee2
BINDMAN	baaj0 mxxn0
BINDS	baaj0
BINDWEED	baaj0 wiit3
BINDWEEDS	baaj0 wiit3
BINDWITH	baaj0 wit3
BINDWOOD	baaj0 wuut3
BINE	baaj0
BINES	baaj0
BINFIELD	bin0 fiil0
BINFORD	bin0 f@@t1
BINFULL	bin0 fuul2
BINGE	bin3
BINGED	bin3
BINGER	bin0 cqq2
BINGERS	bin0 cqq2
BINION	bin0 niian2
BINIONS	bin0 niian2
BINKEY	bin0 kii2
BINKIN	bin0 kin2
BINNACLE	bin0 nq1 khql2
BINNACLES	bin0 nq1 kql2
BINNED	bin0 neet1
BINNER	bin0 nqq2
BINNING	bin0 ning2
BINNINGEN	bin0 ning2 ngqn2
BINNINGER	bin0 ning2 ngqq2
BINNINGS	bin0 ning2
BINNINGTON	bin0 ning2 tan2
BINS	bin2
BINSEY	bin0 sii2
BINSKI	bin0 sa1 kii2
BINSKY	bin0 sa1 kaaj0
BINSON	bin0 san2
BINSTEAD	bin0 sa1 teet1
BINSTEADS	bin0 sa1 teet1
BINSTED	bin0 sa1 teet1
BINSTEIN	bin0 sa1 thaaj0
BINSTER	bin0 sa1 tqq2
BINSTOCK	bin0 sa1 t@k3
BINTAN	bin0 thxxn0
BINTANG	bin0 thxxng3
BINTANGOR	bin0 thxxng3 k@@0
BINTEL	bin0 theel0
BINTER	bin0 tqq2
BINTLE	bin0 thql2
BINTON	bin0 tan2
BIOGRAPHER	baaj0 oo0 kraaf3 fqq2
BIOGRAPHERS	baaj0 oo0 kraaf3 fqs2
BIOLOGIC	baaj0 q1 loo0 cik1
BIOLOGICAL	baaj0 q1 loo0 ci1 khql2
BIOLOGICALLY	baaj0 q1 loo0 ci1 khq1 lii2
BIOLOGICALS	baaj0 q1 loo0 ci1 kql2
BIOLOGICS	baaj0 q1 loo0 cik1
BIOLOGISE	baj0 oo0 lqn1 dees1
BIOLOGISED	baj0 oo0 lqn1 dees1
BIOLOGISES	baj0 oo0 lq1 cis3 ses1
BIOLOGISM	baj0 oo0 lq1 cis3 svm2
BIOLOGIST	baj0 oo0 lq1 cis3
BIOLOGISTIC	baj0 oo0 lq1 ci1 sa1 tik1
BIOLOGISTS	baj0 oo0 lq1 cis3
BIOLOGY	baj0 oo0 lq1 cii2
BIOMET	baj0 oo0 mit3
BIOMETER	baj0 oo0 mi3 tqq2
BIOMETR	baj0 oo0 mi3 tqq2
BIOMETRIC	baj0 oo0 mit3 thrik1
BIOMETRICAL	baj0 oo0 mit3 thri1 khql2
BIOMETRICALLY	baj0 oo0 mit3 thri1 khq1 lii2
BIOMETRICIAN	baj0 oo0 mit3 thrich3 chan2
BIOMETRICIANS	baj0 oo0 mit3 thri1 chan2
BIOMETRICIST	baj0 oo0 mit3 thris3 ses1
BIOMETRICS	baj0 oo0 mi3 thrik1
BIOMETRIE	baj0 oo0 mi3 thrii2
BIOMETRIES	baj0 oo0 mi3 thris1
BIOMETRY	baj0 oo0 mi3 thrii2
BIOSCOPE	baaj0 q1 sa1 khoop1
BIOSCOPES	baaj0 q1 sa1 khoop1
BIOSCOPIC	baaj0 q1 sa1 khoo0 pik1
BIPARASITIC	bi1 phq1 ras3 sit3 thik1
BIPARASITICUS	bi1 phq1 ras3 sit3 thik3 kqq2
BIPARENTAL	bi1 phq1 reen0 thql2
BIPARENTALLY	bi1 phq1 reen0 thq1 lii2
BIPARIETAL	bi1 phq1 raaj0 thql2
BIPAROUS	bi1 phq1 rqqs2
BIPARTED	baaj0 phaat3 thet1
BIPARTISAN	baaj0 phaat3 this3 sxxn2
BIPARTISANSHIP	baaj0 phaat3 this3 sxxn2 chip3
BIPARTITE	baaj0 phaat3 thaj3
BIPARTITION	baaj0 phaat3 thi3 chan2
BIPARTITIONAL	baaj0 phaat3 thi3 chan2 n@l2
BIPARTY	baaj0 phaat3 tii2
BIPED	baaj0 pheet3
BIPEDAL	baaj0 pheet3 dql2
BIPEDALISM	baaj0 pheet3 dql2 lis3 svm2
BIPEDALS	baaj0 pheet3 dql2
BIPEDS	baaj0 pheet3
BIPLANE	baaj0 phleen0
BIPLANES	baaj0 phleen0
BIPLATE	baaj0 phleet1
BIQUADRATE	baaj0 khw@@t3 drit1
BIQUADRATIC	baaj0 khw@@t3 drxt3 thik1
BIRD	bqqt1
BIRKEN	bqqk1 khqn2
BIRKENES	bqqk1 khqn2
BIRKENHEAD	bqqk1 kqn2 heet3
BIRKER	bqqk1 kqq2
BIRO	baaj0 roo2
BIROS	baaj0 roos2
BISECT	baaj3 sek1
BISECTA	baaj3 sek3 tqq2
BISECTED	baaj3 sek3 thet1
BISECTING	baaj3 sek3 ting2
BISECTION	baaj3 sek3 chan2
BISECTIONAL	baaj3 sek3 chan2 n@l2
BISECTIONALLY	baaj3 sek3 chan2 nxxl0 laaj0
BISECTIONS	baaj3 sek3 chan2
BISECTOR	baaj3 sek3 tqq2
BISECTORS	baaj3 sek3 tqq2
BISECTRICES	baaj3 sek3 thraj3 ses1
BISECTRIX	baaj3 sek3 thrik1
BISECTS	baaj3 sek1
BISER	bis3 sqq2
BISERS	bis3 sqq2
BISEXED	baaj3 sek1
BISEXES	baaj3 sek3 ses1
BISEXT	baaj3 sek1
BISEXUAL	baaj3 sek3 chuual2
BISEXUALIS	baaj3 sek3 chuual2 lis3
BISEXUALISM	baaj3 sek3 chuual2 lis3 svm2
BISEXUALITY	baaj3 sek3 chuual2 li3 tii2
BISEXUALLY	baaj3 sek3 chuual2 lii2
BISEXUALS	baaj3 sek3 chuual2
BISHER	bi1 chqq2
BISHERS	bi1 chqq2
BISHOP	bi1 chqqp1
BISHOPBRIGGS	bi1 chqqp1 brik1
BISHOPED	bi1 chqqp1
BISHOPING	bi1 chqqp3 ping2
BISHOPRIC	bi1 chqqp3 rik1
BISHOPRICK	bi1 chqqp3 rik1
BISSELL	bis3 seel0
BISSEN	bis3 sen2
BISSET	bis3 set1
BISSETS	bis3 set1
BISSETT	bis3 set1
BISSETTE	bis3 set1
BISSEXT	bis3 sek3
BISSEXTILE	bis3 sek3 sa1 taaj0
BISSICK	bis3 sik3
BISSING	bis3 sing2
BISSINGER	bis3 sing2 ngqq2
BISSON	bis3 san2
BISTABILITY	bis3 tq1 bi1 li3 tii2
BISTABLE	bis3 tee0 bql2
BISTABLES	bis3 tee0 bql2
BISTATE	bis3 teet1
BISTEC	bis3 tek1
BISTED	bis3 teet1
BISTER	bis3 tqq2
BISTERED	bis3 tqq2
BISTIS	bis3 tis1
BISTON	bis3 ten3
BISTORT	bis3 t@@t3
BISTOS	bis3 t@s3
BITHER	bit3 tqq2
BITING	baaj3 ting2
BITINGLY	baaj3 ting2 lii2
BITINGS	baaj3 ting2
BITISH	baaj3 tich3
BITUMEN	bi1 thiw0 mqn2
BITUMENES	bi1 thiw0 mqn2
BITUMENS	bi1 thiw0 mqn2
BITUMINATE	bi1 thiw0 mi3 neet1
BITUMINIFEROUS	bi1 thiw0 mi3 ni3 fq1 rqqs2
BITUMINISE	bi1 thiw0 mi3 nees1
BITUMINIZATION	bi1 thiw0 mi3 naj3 see0 chan2
BITUMINIZE	bi1 thiw0 mi3 naj3
BITUMINOID	bi1 thiw0 mi3 n@@j0
BITUMINOUS	bi1 thiw0 mi3 nees1
BIVALENCE	baaj3 weel0 lqn2
BIVALENCIES	baaj3 weel0 lqn1 ses1
BIVALENCY	baaj3 weel0 lqn1 sii2
BIVALENT	baaj3 weel0 len3
BIVALENTS	baaj3 weel0 len3
BIVALVE	baaj3 wxxl0
BIVALVED	baaj3 wxxl0
BIVALVES	baaj3 wxxl0
BIZ	bis3
BIZARRE	bis3 saa2
BIZARRE	bis3 saa2
BIZARRENESS	bis3 saan0 nees1
BIZARRES	bis3 saa0
BIZARRES	bis3 saas2
BLADE	bleet1
BLADED	bleet3 det1
BLADEN	bleet3 dqn2
BLADER	bleet3 dqq2
BLADERS	bleet3 dqq2
BLADES	bleet1
BLAMABLE	bleem0 mee0 bql2
BLAMABLENESS	bleem0 mee0 bql2 nees1
BLAMABLY	bleem0 mee0 blii2
BLAME	bleem0
BLAMEABLE	bleem0 mee0 bql2
BLAMED	bleem0
BLAMELESS	bleem0 lqs2
BLAMELESSLY	bleem0 lqs2 lii2
BLAMELESSNESS	bleem0 lqs2 nees1
BLAMER	bleem0 mqq2
BLAMERS	bleem0 mqq2
BLAMES	bleem0
BLAMESMANSHIP	bleem0 mqn2 chip3
BLAMEWORTHINESS	bleem0 wqqt3 di1 nees1
BLAMEWORTHY	bleem0 wqqt3 dii2
BLAMING	bleem0 ming2
BLAMINGLY	blee0 ming2 lii2
BLANCH	blaan3
BLAIN	bleen0
BLAINA	blaaj0 nqq2
BLAINE	bleen0
BLAINES	bleen0
BLAINS	bleen0
BLANCHED	blaan3
BLANCHER	blaan0 chqq2
BLANCHERS	blaan0 chqq2
BLANCHING	blaan0 ching2
BLANCHINGLY	blaan0 ching2 lii2
BLANCMANGE	blqm2 m@@0
BLANCMANGER	blqm2 m@@0 chqq2
BLANCMANGES	blqm2 m@@0 ches1
BLAND	blxxn0
BLANDA	blxxn0 dqq2
BLANDED	blxxn0 det1
BLANDEL	blxxn0 dql2
BLANDER	blxxn0 dqq2
BLANDERS	blxxn0 dqq2
BLANDEST	blxxn0 dis1
BLANDBURG	blxxn0 bqqk1
BLANDFORD	blxxn0 f@@t1
BLANDFORDS	blxxn0 f@@t1
BLANDI	blxxn0 dii2
BLANDIANA	blxxn0 di1 xxn0 nqq2
BLANDICK	blxxn0 dik1
BLANDILOQUENCE	blxxn0 dil0 lq1 khwqn2
BLANDILOQUENT	blxxn0 dil0 lq1 khwen3
BLANDIMENT	blxxn0 di1 men3
BLANDIN	blxxn0 din2
BLANDING	blxxn0 ding2
BLANDINGER	blxxn0 ding0 ngqq2
BLANDINGS	blxxn0 ding2
BLANDIOSE	blxxn0 dii0 @@s3
BLANDISH	blxxn0 dich1
BLATHERER	blxt3 dqq0 rqq2
BLATHERING	blxt3 dqq0 ring2
BLATHERINGS	blxt3 dqq0 ring2
BLATHERS	blxt3 dqq2
BLATHERSKITE	blxt3 dq1 sa1 kaaj3
BLATHERSKITES	blxt3 dq1 sa1 kaaj3
BLATTERN	blee0 thqn2
BLAZE	blee2
BLEARILY	bliia0 ril0 lii2
BLEARINESS	bliia0 rin2 nees1
BLEARING	bliia0 ring2
BLEASE	blii2
BLEAT	bliit1
BLEATER	blit3 tqq2
BLEATS	bliit1
BLEB	bleep3
BLED	bleet1
BLENCHER	bleen0 chqq2
BLENCHERS	bleen0 chqq2
BLENCHES	bleen0 ches1
BLENCHING	bleen0 ching2
BLENCHINGLY	bleen0 ching2 lii2
BLEND	bleen0
BLENDA	bleen0 dqq2
BLENDABLE	bleen0 dee0 bql2
BLENDED	bleen0 det1
BLENDEDNESS	bleen0 dit1 nees1
BLENDER	bleen0 dqq2
BLENDERMAN	bleen0 dq1 mxxn0
BLENDERS	bleen0 dqq2
BLENDICK	bleen0 dik1
BLENDING	bleen0 ding2
BLENDINGER	bleen0 ding0 ngqq2
BLENDINGS	bleen0 ding2
BLENDIS	bleen0 dis1
BLENDON	bleen0 d@@n2
BLENDOR	bleen0 dqq2
BLENDS	bleen0
BLENMAN	bleen0 mxxn0
BLENNY	bleen0 nii2
BLENSKI	bleen0 sa1 kii2
BLENT	bleen0
BLESCE	bles1
BLESS	bles1
BLESSE	bles1
BLESSED	bles3 sit1
BLESSEDER	bles3 sit3 dqq2
BLESSEDS	bles3 sit1
BLESSEDS	bles3
BLESSEN	bles3 sqn2
BLESSER	bles3 sqq2
BLESSERS	bles3 sqqs2
BLESSES	bles3 ses1
BLESSING	bles3 sing2
BLESSINGER	bles3 sing2 ngqq2
BLESSINGLY	bles3 sing2 lii2
BLESSINGS	bles3 sing2
BLESSINGTON	bles3 sing2 tan2
BLESSIT	bles3 sit1
BLESSMAN	bles3 mxxn0
BLEST	bles3
BLESTO	bles3 too2
BLETHER	blet3 dqq2
BLETHERED	blet3 dqq2
BLETHERING	blet3 dqq0 ring2
BLETHERS	blet3 dqq2
BLETTER	blet3 tqq2
BLETTERMAN	blet3 tham2 mxxn0
BLEUES	blqq2
BLICAN	bli3 khqn2
BLICK	blik1
BLICKING	blik3 king2
BLICKMAN	blik3 mxxn0
BLICKS	blik1
BLICKSILVER	blik3 sil0 wqq2
BLIGES	blaaj0 cis1
BLIGHT	blaaj3
BLIGHTED	blaaj3 thet1
BLIGHTER	blaaj3 tqq2
BLIGHTERS	blaaj3 tqq2
BLIGHTING	blaaj3 ting2
BLIGHTINGLY	blaaj3 ting2 lii2
BLIGHTMAN	blaaj3 mxxn0
BLIGHTS	blaaj3
BLIGHTY	blaaj3 tii2
BLIMEY	blaaj0 mii2
BLIMY	blaaj0 mii2
BLIND	blaaj0
BLINDAGE	blaaj0 deec1
BLINDAGES	blaaj0 dee0 cis1
BLINDBALL	blaaj0 b@@l0
BLINDBECK	blaaj0 bek3
BLINDED	blaaj0 det1
BLINDEDLY	blaaj0 det1 lii2
BLINDER	blaaj0 dqq2
BLINDERED	blaaj0 dqq2
BLINDERMAN	blaaj0 dqq2 mxxn0
BLINDERS	blaaj0 dqq2
BLINDESS	blaaj0 des1
BLINDEST	blaaj0 des2
BLINDFISH	blaaj0 fich3
BLINDFOLD	blaaj0 fool0
BLINDFOLDED	blaaj0 fool0 det1
BLINDFOLDEDNESS	blaaj0 fool0 dit1 nees1
BLINDFOLDING	blaaj0 fool0 ding2
BLINDFOLDLY	blaaj0 fool0 lii2
BLINDFOLDS	blaaj0 fool0
BLINDING	blaaj0 ding2
BLINDINGLY	blaaj0 ding2 lii2
BLINDINGS	blaaj0 ding2
BLINDISH	blaaj0 dich1
BLINDLESS	blaaj0 lis1
BLINDLING	blaaj0 ling2
BLINDLY	blaaj0 lii2
BLINDMAN	blaaj0 mqn2
BLINDNESS	blaaj0 nees1
BLINDNESSES	blaaj0 nqs3 ses1
BLINDS	blaaj0
BLINDSIDE	blaaj0 saj3
BLINDSIDED	blaaj0 saaj0 det1
BLINDSIDES	blaaj0 saj3
BLINDSIGHT	blaaj0 saj3
BLINDWEED	blaaj0 wiit3
BLINDWORM	blaaj0 wqqm0
BLINK	bling3
BLINKARD	bling0 kqt1
BLINKED	bling3
BLINKER	bling0 kqq2
BLINKERED	bling0 kqt1
BLINKERING	bling0 khq1 ring2
BLINKERS	bling0 kqq2
BLISH	blich1
BLISS	blis3
BLISSED	blis3
BLISSES	blis3 ses1
BLISSFUL	blis3 fuul0
BLISSFULLY	blis3 fql2 lii2
BLISSFULNESS	blis3 fql2 nees1
BLISSING	blis3 sing2
BLISSOM	blis3 svm2
BLISTEN	bli3 sqn2
BLISTER	blis3 tqq2
BLISTERED	blis3 tqq2
BLISTERING	blis3 tq1 ring2
BLISTERINGLY	blis3 tq1 ring2 lii2
BLISTERS	blis3 tqq2
BLISTERY	blis3 tq1 rii2
BLISTING	blis3 ting2
BLISTS	blis3
BLITHE	blaaj3
BLIZARD	blis3 sqt1
BLIZZARD	blis3 sqt1
BLIZZARDED	blis3 sa1 det1
