GAB	kxp3
GOLLIES	k@l0 lii2
GOLLING	k@l0 ling2
GOLLINGEN	k@l0 ling0 ngen2
GOLLINGER	k@l0 ling0 ngqq2
GOLLINGS	k@l0 ling2
GOLLIWOG	k@l0 li3 w@k3
GOLLIWOGS	k@l0 li3 w@k3
GOLLY	k@l0 lii2
GOLOMB	k@l0 l@@m0
GOLOSH	k@l0 l@ch3
GOLOSHES	k@l0 l@ch3 ches1
GOMARIST	k@m0 maa0 ris3
GOMORRAH	k@m0 m@@0 raa2
GOMORRAHS	k@m0 m@@0 raas2
GONDA	k@n0 daa2
GONDAR	k@n0 daa2
GONDEL	k@n0 dql2
GONDER	k@n0 dqq2
GONDLES	k@n0 dql2
GONDOLA	k@n0 doo0 laa2
GONDOLAS	k@n0 doo0 laas2
GONDOLIER	k@n0 doo0 liia0
GONDOLIERS	k@n0 doo0 liias2
GONDOLIN	k@n0 doo0 lin2
GONE	khoon0
GONENESS	khoon0 nees1
GONER	khoon0 nqq2
GONERS	khoon0 nqq2
GONFALON	k@n0 faa0 l@n2
GONFALONS	k@n0 faa0 l@n2
GONG	k@ng0
GONGAWARE	k@ng0 kaa2 wxx0
GONGED	k@ng3
GONGING	k@ng0 king2
GONGS	k@ng3
GONIA	k@n0 niia0
GONIAL	k@n0 niial0
GONIAS	k@n0 niias3
GONIOMETER	k@n0 ni3 oo0 met3 tqq2
GONIOMETERS	k@n0 ni3 oo0 met3 tqq2
GONIOMETRIC	k@n0 ni3 oo0 met3 thrik1
GONIOMETRICAL	k@n0 ni3 oo0 met3 thrik1 khql2
GONIOMETRICALLY	k@n0 ni3 oo0 met3 thrik1 khql2 lii2
GONIOMETRY	k@n0 ni3 oo0 met3 thrii2
GONIUM	k@n0 niiam2
GONNA	k@n0 naa2
GONNER	k@n0 nqq2
GONNERMAN	k@n0 nqq2 mxxn0
GONORRHEA	k@n0 nqq0 riia0
GONORRHOEA	k@n0 nqq0 riia0
GONOSOME	k@n0 noo0 sam0
GONOSPHERE	k@n0 noos3 fiia0
GOO	kuu0
GOOD	kuut3
GOODALE	kuut3 del0
GOODALL	kuut3 d@l0
GOODBAR	kuut3 baa2
GOODBARS	kuut3 baas2
GOODBREAD	kuut3 breet3
GOODBRIDGE	kuut3 bric1
GOODBURN	kuut3 bqqn0
GOODBURY	kuut3 biw0 rii2
GOODBYE	kuut3 baaj0
GOODBYES	kuut3 baaj0
GOODCHILD	kuut3 chaaj0
GOODELL	kuut3 del0
GOODELLS	kuut3 del0
GOODEN	kuut3 den2
GOODENBERGER	kuut3 den2 bqqk1 kqq2
GOODENOUGH	kuut3 den2 naaf3 
GOODENOW	kuut3 den2 naaw0
GOODENS	kuut3 den2
GOODER	kuut3 dqq2
GOODERHAM	kuut3 dqq2 hxxm0
GOODERS	kuut3 dqq2
GOODES	kuut3
GOODEST	kuut3 dees1
GOODFELLA	kuut3 fel0 laa2
GOODFELLAS	kuut3 fel0 laas2
GOODFELLOW	kuut3 fel0 loo2
GOODFELLOWS	kuut3 fel0 loos2
GOODFIELD	kuut3 fiil0
GOODFRIEND	kuut3 freen0
GOODGAME	kuut3 keem0
GOODHALL	kuut3 hoo0
GOODHART	kuut3 haat3
GOODHARTS	kuut3 haat3
GOODHEAD	kuut3 heet3
GOODHEART	kuut3 haat3
GOODHEARTED	kuut3 haat3 thet1
GOODHEARTEDLY	kuut3 haat3 thet1 lii2
GOODHEARTEDNESS	kuut3 haat3 thet1 nees1
GOODHUE	kuut3 hiw0
GOODIE	kuut3 dii2
GOODIER	kuut3 di1 qq2
GOODIES	kuut3 dii2
GOODIN	kuut3 din2
GOODINE	kuut3 daaj0
GOODING	kuut3 ding2
GOODINGS	kuut3 ding2
GOODISH	kuut3 dich1
GOODISHNESS	kuut3 dich3 nees1
GOODISMAN	kuut3 dis3 mxxn0
GOODKIN	kuut3 kin2
GOODKIND	kuut3 khaaj0
GOODLAND	kuut3 lxxn0
GOODLASS	kuut3 lxxs3
GOODLET	kuut3 let1
GOODLEY	kuut3 lee2
GOODLIER	kuut3 li1 qq2
GOODLIEST	kuut3 lii0 ees1
GOODLIFE	kuut3 laj3
GOODLIKE	kuut3 laj3
GOODLIN	kuut3 lin2
GOODLINESS	kuut3 lin0 nees1
GOODLING	kuut3 ling2
GOODLOW	kuut3 loo0
GOODLY	kuut3 lii2
GOODMAN	kuut3 mxxn0
GOODMANHAM	kuut3 mxxn0 hxxm0
GOODMANNERED	kuut3 mxxn0 nqqt1
GOODMANS	kuut3 mxxn0
GOODMANSHIP	kuut3 mxxn0 chip3
GOODMEASURE	kuut3 met3 chqq2
GOODMEN	kuut3 men0
GOODNESS	kuut3 nees1
GOODNESSES	kuut3 nees1 ses1
GOODNIGHT	kuut3 naj3
GOODNIGHTS	kuut3 naj3
GOODNOW	kuut3 naaw0
GOODPASTER	kuut3 phees3 tqq2
GOODPASTURE	kuut3 phees3 chqq2
GOODRIC	kuut3 drik1
GOODRICH	kuut3 drich1
GOODRICK	kuut3 drik1
GOODRIDGE	kuut3 dric1
GOODRIDGES	kuut3 dric1
GOODROE	kuut3 droo0
GOODROW	kuut3 dr@@0
GOODRUM	kuut3 dram0
GOODS	kuut3
GOODSELL	kuut3 sel0
GOODSON	kuut3 san0
GOODSPEED	kuut3 piit1
GOODSPRING	kuut3 pring0
GOODSPRINGS	kuut3 pring0
GOODSTART	kuut3 taat3
GOODSTEIN	kuut3 taaj0
GOODTAB	kuut3 thxp1
GOODWIFE	kuut3 waj3
GOODWILL	kuut3 wil0
GOODWILLED	kuut3 wil0
GOODWILLIE	kuut3 wil0 lii2
GOODWILLS	kuut3 wil0
GOODWILLY	kuut3 wil0 lii2
GOODWIN	kuut3 win0
GOODWINE	kuut3 waaj0
GOODWINS	kuut3 win0
GOODWIVES	kuut3 waj3
GOODY	kuut3 dii2
GOODYEAR	kuut3 jiia0
GOODYEARED	kuut3 jiia0
GOODYEARS	kuut3 jiia0
GOODYS	kuut3 dii2
GOOEY	kuu0 ii2
GOOEYS	kuu0 ii2
GOOF	kuuf3 
GOOFBALL	kuuf3 b@l0
GOOFBALLS	kuuf3 b@l0
GOOFED	kuuf3 
GOOFIER	kuuf3 fiia0
GOOFIEST	kuuf3 fii0 ees1
GOOFINESS	kuuf3 fi3 nees1
GOOFING	kuuf3 fing2
GOOFS	kuuf3 
GOOFY	kuuf3 fii2
GOOFYS	kuuf3 fii2
GOOGIES	kuu0 kii2
GOOGIN	kuu0 kin2
GOOGINS	kuu0 kin2
GOOGLIES	kuu0 klii2
GOOGLY	kuu0 klii2
GOOIER	kuu0 i1 qq2
GOOIEST	kuu0 ee0 ees1
GOOING	kuu0 ing2
GOOKIN	kuu0 kin2
GOOKINS	kuu0 kin2
GOOLE	kuul0
GOOLEY	kuul0 lee2
GOON	kuun0
GOONED	kuun0
GOONHILLY	kuun0 hil0 lii2
GOONIES	kuun0 nii2
GOONING	kuun0 ning2
GOONS	kuun0
GOOPING	kuup3 ping2
GOOPY	kuup3 pii2
GOOSANDER	kuus3 sxxn0 dqq2
GOOSANDERS	kuus3 sxxn0 dqq2
GOOSE	kuus3
GOOSEBERRIES	kuus3 bqq0 rii2
GOOSEBERRY	kuus3 bqq0 rii2
GOOSED	kuus3
GOOSEFISH	kuus3 fich3
GOOSEFOOT	kuus3 fut3
GOOSEN	kuus3 sen2
GOOSENECK	kuus3 nek3
GOOSENS	kuus3 sen2
GOOSER	kuus3 sqq2
GOOSES	kuus3 ses1
GOOSEY	kuus3 sii2
GOOSING	kuus3 sing2
GOOTEE	kuut3 tii2
GOPHER	k@f3 fqq2
GOPHERED	k@f3 fqq2
GOPHERING	k@f3 fqq0 ring2
GOPHERS	k@f3 fqq2
GORDIAN	khoo0 diian2
GORDION	khoo0 diian2
GORDON	khoo0 d@n2
GORDONS	khoo0 d@n2
GORE	khoo0
GORED	khoo0
GORELICK	khoo0 lik3
GORES	khoo0
GORGE	khooc3
GORGEABLE	khooc3 cee0 bql2
GORGED	khooc3
GORGEOUS	khoo0 ciias2
GORGEOUSES	khoo0 ciias2
GORGEOUSLY	khoo0 ciias3 lii2
GORGEOUSNESS	khoo0 ciias3 nees1
GORGER	khoo0 cqq2
GORGERS	khoo0 cqq2
GORGES	khooc3 ces1
GORGET	khoo0 cet1
GORGETED	khoo0 cet1
GORGETS	khoo0 cet1
GORGING	khoo0 cing2
GORGINGS	khoo0 cing2
GORGON	khoo0 k@n2
GORGONIAN	khoo0 k@n0 niian2
GORGONIANS	khoo0 k@n0 niian2
GORGONISE	khoo0 k@n0 naj3
GORGONISED	khoo0 k@n0 naj3
GORGONISES	khoo0 k@n0 naj3 ses1
GORGONISING	khoo0 k@n0 naj3 sing2
GORGONIZE	khoo0 k@n0 naj3
GORGONIZED	khoo0 k@n0 naj3
GORGONIZES	khoo0 k@n0 naj0 ses1
GORGONIZING	khoo0 k@n0 naj3 sing2
GORGONS	khoo0 k@n2
GORGONZOLA	khoo0 k@n2 soo0 laa2
GORGONZOLAS	khoo0 k@n2 soo0 laas2
GORIAS	khoo0 riias2
GORIER	khoo0 riia0
GORIEST	khoo0 rii0 ees1
GORILLA	khoo0 ril0 laa2
GORILLAS	khoo0 ril0 laas2
GORILLIAN	khoo0 ril0 liian2
GORING	khoo0 ring2
GORINGS	khoo0 ring2
GORKY	khoo0 kii2
GORMAN	khoo0 mxxn0
GORMAND	khoo0 mxxn0
GORMANDISE	khoo0 mxxn0 daj3
GORMANDISED	khoo0 mxxn0 daj3
GORMANDISER	khoo0 mxxn0 daj3 sqq2
GORMANDISES	khoo0 mxxn0 daj0 ses1
GORMANDIZE	khoo0 mxxn0 daj3
GORMANDIZED	khoo0 mxxn0 daj3
GORMANDIZER	khoo0 mxxn0 daj3 sqq2
GORMANDIZERS	khoo0 mxxn0 daj3 sqq2
GORMANDIZES	khoo0 mxxn0 daj3 ses1
GORMANDIZING	khoo0 mxxn0 daj3 sing2
GORMANDS	khoo0 mxxn0
GORMANESQUE	khoo0 mxxn0 nees3
GORMANS	khoo0 mxxn0
GORMANSON	khoo0 mxxn0 san2
GORMLESS	khoom0 lees3
GORMLESSLY	khoom0 lees3 lii2
GORMLY	khoom0 lii2
GORSE	khoos3
GORSEINON	khoos3 sen0 n@n2
GORSES	khoos3 ses1
GORY	khoo0 rii2
GOSH	k@ch3
GOSHAWK	k@s3 h@@k3
GOSHAWKS	k@s3 h@@k3
GOSLIN	k@s3 lin2
GOSLINER	k@s3 lin0 nqq2
GOSLING	k@s3 ling2
GOSLINGS	k@s3 ling2
GOSLYN	k@s3 lin2
GOSPEL	k@s3 phql2
GOSPELER	k@s3 phql0 lqq2
GOSPELERS	k@s3 phql0 lqq2
GOSPELLER	k@s3 phql0 lqq2
GOSPELLERS	k@s3 phql0 lqq2
GOSPELS	k@s3 phql2
GOSPER	k@s3 phqq2
GOSPORT	k@s3 ph@@t1
GOSSAMER	k@s3 sam0 mqq2
GOSSAMERED	k@s3 sam0 mqq2
GOSSAMERS	k@s3 sam0 mqq2
GOSSAN	k@s3 san2
GOSSER	k@s3 sqq2
GOSSIC	k@s3 sik1
GOSSICK	k@s3 sik3
GOSSIP	k@s3 sip1
GOSSIPED	k@s3 sip1
GOSSIPER	k@s3 sip3 pqq2
GOSSIPERS	k@s3 sip3 pqq2
GOSSIPING	k@s3 sip3 ping2
GOSSIPINGLY	k@s3 sip3 ping2 lii2
GOSSIPPED	k@s3 sip1
GOSSIPPING	k@s3 sip3 ping2
GOSSIPS	k@s3 sip1
GOSSIPY	k@s3 sip3 pii2
GOT	k@t3
GOTCHAS	k@t3 chas2
GOTEBORG	k@t3 thql0 b@@k1
GOTEBORGS	k@t3 thql0 b@@k1
GOTH	k@t3
GOTHAM	k@t3 thxm2
GOTHAMS	k@t3 thxm0
GOTHARD	k@t3 haat3
GOTHARDS	k@t3 haat3
GOTHBERG	k@t3 bqqk1
GOTHELF	k@t3 thel3
GOTHENBERG	k@t3 then0 bqqk1
GOTHENBURG	k@t3 then0 bqqk1
GOTHENBURGERS	k@t3 then0 bqqk1 kqq2
GOTHIC	k@t3 thik1
GOTHICALLY	k@t3 thik1 khql2 lii2
GOTHICISING	k@t3 this3 saj3 sing2
GOTHICISM	k@t3 this3 sis3 svm2
GOTHICIST	k@t3 this3 sis3
GOTHICIZE	k@t3 this3 saj3
GOTHICIZED	k@t3 this3 saj3
GOTHICIZER	k@t3 this3 saj3 sqq2
GOTHICIZERS	k@t3 this3 saj3 sqq2
GOTHICIZES	k@t3 this3 saj3 ses1
GOTHICIZING	k@t3 this3 saj3 sing2
GOTHICK	k@t3 thik1
GOTHICKS	k@t3 thik1
GOTHICS	k@t3 thik1
GOTHS	k@t3
GOTLAND	k@t3 lxxn0
GOTLANDS	k@t3 lxxn0
GOTLEY	k@t3 lee2
GOTSHALL	k@t3 chxl0
GOTTA	k@t3 thaa2
GOTTAS	k@t3 thaas2
GOTTED	k@t3 thet1
GOTTEN	k@t3 then2
GOTTEN	k@t3 then2
GOTTENBERG	k@t3 then0 bqqk1
GOTTENSTEIN	k@t3 then0 sa1 taaj0
GOTTER	k@t3 thqq2
GOTTERER	k@t3 thqq0 rqq2
GOTTING	k@t3 ting2
GOTTINGEN	k@t3 ting0 ngen2
GOTTINGER	k@t3 ting0 ngqq2
GOTTIS	k@t3 tis3
GOTTON	k@t3 t@n2
GOUACHE	kuuach3
GOUACHES	kuuach3 ches1
GOUGE	khooc3
GOUGED	khooc3
GOUGER	khooc3 cqq2
GOUGERS	khooc3 cqq2
GOUGES	khooc3 ces1
GOUGING	khooc3 cing2
GOUGINGS	khooc3 cing2
GOULASH	kul0 lxxch3
GOULASHES	kul0 lxxch3 ches1
GOULISH	kul0 lich3
GOURD	khoot1
GOURDES	khoot1
GOURDS	khoot1
GOURG	khook1
GOURGES	khook1 ces1
GOURMAN	kuua0 mxxn0
GOURMANCE	kuua0 mxn3
GOURMAND	kuua0 mxxn0
GOURMANDES	kuua0 mxxn0 des3
GOURMANDISE	kuua0 mxxn0 daj3
GOURMANDIZE	kuua0 mxxn0 daj3
GOURMANDIZER	kuua0 mxxn0 daj3 sqq2
GOURMANDIZING	kuua0 mxxn0 daj3 sing2
GOURMANDS	kuua0 mxxn0
GOURMET	kuua0 mee0
GOURMETS	kuua0 mee0
GOUROCK	kuua0 r@k3
GOUT	kaw3
GOUTED	kaw3 thet1
GOUTIER	kaw3 thiia0
GOUTIEST	kaw3 thii0 ees1
GOUTS	kaw3
GOUTY	kaw3 tii2
GOVERN	kaf3 wqqn0
GOVERNABILITY	kaf3 wqqn0 nql0 bi1l0 li3 tii2
GOVERNABLE	kaf3 wqqn0 nee0 bql2
GOVERNABLENESS	kaf3 wqqn0 nee0 bql2 nees1
GOVERNABLY	kaf3 wqqn0 nee0 blii2
GOVERNAIL	kaf3 wqqn0 nel0
GOVERNALE	kaf3 wqqn0 nel0
GOVERNANCE	kaf3 wqqn0 nxn3
GOVERNANCES	kaf3 wqqn0 nxn3 ses1
GOVERND	kaf3 wqn2
GOVERNED	kaf3 wqqn0
GOVERNESS	kaf3 wqqn0 nees1
GOVERNESSES	kaf3 wqqn0 nees3 ses1
GOVERNESSING	kaf3 wqqn0 nees3 sing2
GOVERNING	kaf3 wqqn0 ning2
GOVERNINGLY	kaf3 wqqn0 ning2 lii2
GOVERNMEN	kaf3 wqn2 men0
GOVERNMENT	kaf3 wqn2 men3
GOVERNMENTA	kaf3 wqqn0 men3 thaa2
GOVERNMENTAL	kaf3 wqqn0 men3 thql2
GOVERNMENTALISED	kaf3 wqqn0 men3 thql0 laj3
GOVERNMENTALISES	kaf3 wqqn0 men3 thql0 laj3 ses1
GOVERNMENTALISING	kaf3 wqqn0 men3 thql0 laj3 sing2
GOVERNMENTALISM	kaf3 wqqn0 men3 thql0 lis3 svm2
GOVERNMENTALIST	kaf3 wqqn0 men3 thql0 lis3
GOVERNMENTALIZE	kaf3 wqqn0 men3 thql0 laj3
GOVERNMENTALIZED	kaf3 wqqn0 men3 thql0 laj3
GOVERNMENTALIZES	kaf3 wqqn0 men3 thql0 laj3 ses1
GOVERNMENTALIZING	kaf3 wqqn0 men3 thql0 laj3 sing2
GOVERNMENTALLY	kaf3 wqqn0 men3 thql2 lii2
GOVERNMENTESE	kaf3 wqn2 men3 tiis3
GOVERNMENTS	kaf3 wqn2 men3
GOVERNOR	kaf3 wqqn0 nqq2
GOVERNORATE	kaf3 wqn0 nqq0 reet1
GOVERNORS	kaf3 wqn0 nqq2
GOVERNORSHIP	kaf3 wqn0 nqq2 chip3
GOVERNORSHIPS	kaf3 wqn0 nqq2 chip3
GOVERNR	kaf3 wqn0 nqq2
GOVERNR	kaf3 wqn0 nqq2
GOVERNS	kaf3 wqqn0
GOWAN	kaaw0 wqn2
GOWANS	kaaw0 wqn2
GOWK	khook3
GOWKED	khook3
GOWN	kaaw0
GOWNED	kaaw0
GOWNING	kaaw0 ning2
GOWNS	kaaw0
GOWNSMAN	kaaw0 sa1 mxxn0
GOWNSMEN	kaaw0 sa1 men0
GRAB	krxp3
GRABBED	krxp3
GRABBER	krxp3 bqq2
GRABBERS	krxp3 bqq2
GRABBIER	krxp3 biia0
GRABBIEST	krxp3 bi1 ees1
GRABBING	krxp3 bing2
GRABBINGS	krxp3 bing2
GRABBIT	krxp3 bit1
GRABBITS	krxp3 bit1
GRABBLE	krxp3 bql2
GRABBLED	krxp3 bql2
GRABBLER	krxp3 blqq2
GRABBLES	krxp3 bql2
GRABBLING	krxp3 bling2
GRABEN	krxp3 ben2
GRABENS	krxp3 ben2
GRABENSTEIN	krxp3 ben2 sa1 taaj0
GRABER	krxp3 bqq2
GRABERS	krxp3 bqq2
GRABILL	krxp3 bil0
GRABINER	krxp3 bin0 nqq2
GRABINGER	krxp3 bing0 ngqq2
GRABINSKI	krxp3 bin0 sa1 kii2
GRABS	krxp3
GRABSKI	krxp3 kii2
GRABURN	krxp3 bqqn0
GRACE	krees3
GRACE	krees3
GRACED	krees3
GRACEFUL	krees3 fuul0
GRACEFULLY	krees3 ful0 lii2
GRACEFULNESS	krees3 ful0 nees1
GRACELAND	krees3 lxxn0
GRACELANDS	krees3 lxxn0
GRACELESS	krees3 lees1
GRACELESSLY	krees3 lees1 lii2
GRACELESSNESS	krees3 lees1 nees1
GRACER	krees3 sqq2
GRACES	krees3 ses1
GRACEWELL	krees3 wel0
GRACING	krees3 sing2
GRACIOUS	kree0 chiias2
GRACIOUSLY	kree0 chiias3 lii2
GRACIOUSNESS	kree0 chiias3 nees1
GRACKLE	krxk3 khql2
GRACKLES	krxk3 kql2
GRADATE	kree0 deet1
GRADATED	kree0 deet3 thet1
GRADATES	kree0 deet1
GRADATION	kree0 dee0 chan0
GRADATIONAL	kree0 dee0 chan0 nal0
GRADATIONALLY	kree0 dee0 chan0 nal0 lii2
GRADATIONATELY	kree0 dee0 chan0 neet1 lii2
GRADATIONS	kree0 dee0 chan0
GRADATUM	kree0 dee0 tham2
GRADE	kreet1
GRADEABLE	kreet3 dee0 bql2
GRADED	kreet3 det1
GRADELY	kreet3 lii2
GRADEN	kreet3 den2
GRADER	kreet3 dqq2
GRADERS	kreet3 dqq2
GRADES	kreet1
GRADIANS	kree0 diian2
GRADIANTS	kree0 diian2
GRADIENT	kree0 diian2
GRADIENTS	kree0 diian2
GRADIN	kree0 din2
GRADING	kree0 ding2
GRADINGER	kree0 ding0 ngqq2
GRADINGER	kree0 ding0 ngqq2
GRADINGS	kree0 ding2
GRADIUS	kree0 diias2
GRADO	krxxt3 doo2
GRADS	krxxt1
GRADUAL	krxt3 cuual0
GRADUALISM	krxt3 cuual0 lis3 svm2
GRADUALIST	krxt3 cuual0 lis3
GRADUALISTIC	krxt3 cuual0 lis3 tik1
GRADUALISTS	krxt3 cuual0 lis3
GRADUALLY	krxt3 cuual0 lii2
GRADUALNESS	krxt3 cuual0 nees1
GRADUALS	krxt3 cuual0
GRADUATE	krxt3 cuu0 eet1
GRADUATED	krxt3 cuu0 eet3 thet1
GRADUATES	krxt3 cuu0 eet1
GRADUATING	krxt3 cuu0 eet1 ting2
GRADUATION	krxt3 cuu0 eet1 chan0
GRADUATIONS	krxt3 cuu0 eet1 chan0
GRADUATOR	krxt3 cuu0 eet3 tqq2
GRADUATORS	krxt3 cuu0 eet3 tqq2
GRADUS	krxt3 das2
GRAFFIN	krxf3 fin0
GRAFFITI	krxf3 fit3 tii2
GRAFFITIED	krxf3 fit3 tii2
GRAFFITIING	krxf3 fit3 tii0 ing2
GRAFFITIS	krxf3 fit3 tis3
GRAFFITO	krxf3 fit3 too2
GRAFT	kraaf3 
GRAFTAGE	kraaf3 theec1
GRAFTAGES	kraaf3 theec1 ces1
GRAFTED	kraaf3 thet1
GRAFTER	kraaf3 tqq2
GRAFTERS	kraaf3 tqq2
GRAFTING	kraaf3 ting2
GRAFTINGS	kraaf3 ting2
GRAFTS	kraaf3 
GRAIL	krel0
GRAILER	krel0 lqq2
GRAILING	krel0 ling2
GRAILS	krel0
GRAIN	kreen0
GRAINAGE	kreen0 neec1
GRAINE	kreen0
GRAINED	kreen0
GRAINER	kreen0 nqq2
GRAINERING	kreen0 nqq0 ring2
GRAINERS	kreen0 nqq2
GRAINFIELD	kreen0 fiil0
GRAINIER	kreen0 niia0
GRAINIEST	kreen0 nii0 ees1
GRAINING	kreen0 ning2
GRAINLAND	kreen0 lxxn0
GRAINLESS	kreen0 lees1
GRAINMAN	kreen0 mxxn0
GRAINS	kreen0
GRAINSICK	kreen0 sik3
GRAINSICKNESS	kreen0 sik3 nees1
GRAINSTACK	kreen0 sa1 txk1
GRAINSTACKS	kreen0 sa1 txk1
GRAINSTONE	kreen0 sa1 toon0
GRAINSTONES	kreen0 sa1 toon0
GRAINSTORE	kreen0 sa1 too2
GRAINY	kreen0 nii2
GRAM	krxxm0
GRAMBERG	krxxm0 bqqk1
GRAMBERT	krxxm0 bqqt1
GRAMBLIN	krxxm0 blin2
GRAMBLING	krxxm0 bling2
GRAMBLINGS	krxxm0 bling2
GRAMBLITT	krxxm0 blit1
GRAMBO	krxxm0 boo2
GRAMBOW	krxxm0 boo0
GRAMBY	krxxm0 bii2
GRAMER	krxxm0 mqq2
GRAMERCY	krxm0 mqq0 sii2
GRAMES	krxxm0
GRAMINACEOUS	kree0 mi3 nee0 chiias2
GRAMINAE	kree0 mi3 nii2
GRAMINEOUS	kree0 mi3 niias3
GRAMINEOUSNESS	kree0 mi3 niias3 nees1
GRAMINIFEROUS	krxxm0 min0 ni3 fqq0 rqqs2
GRAMINIFORM	krxxm0 min0 ni3 f@@m0
GRAMINIS	krxxm0 min0 nis3
GRAMINIVORE	krxxm0 min0 ni3 w@@0
GRAMINIVOROUS	krxxm0 mi3 ni3 wqq0 rqqs2
GRAMINOLOGICAL	kree0 min0 noo0 loo0 ci1 khql2
GRAMINOLOGY	kree0 min0 noo0 loo0 cii2
GRAMINOUS	kree0 min0 nas3
GRAMLEY	krxxm0 lee2
GRAMLING	krxxm0 ling2
GRAMMALOGUE	krxxm0 mql0 l@k3
GRAMMALOGUES	krxxm0 mql0 l@k3
GRAMMAR	krxxm0 maa2
GRAMMARIAN	krxm0 mxx0 riian2
GRAMMARIANISM	krxm0 mxx0 riian0 nis3 svm2
GRAMMARIANS	krxm0 mxx0 riian2
GRAMMARS	krxxm0 maas2
GRAMMATIC	krxm0 mxt3 thik1
GRAMMATICAL	krxm0 mxt3 thi1 khql2
GRAMMATICALITY	krxm0 mxt3 thik3 khql0 li3 tii2
GRAMMATICALIZATION	krxm0 mxt3 thi1 khql0 laj3 see0 chan0
GRAMMATICALIZE	krxm0 mxt3 thi1 khql0 laj3
GRAMMATICALLY	krxm0 mxt3 thik3 khql2 lii2
GRAMMATICALNESS	krxm0 mxt3 thi3 khql0 nees1
GRAMMATICISE	krxm0 mxt3 this3 saj3
GRAMMATICISES	krxm0 mxt3 this3 saj3 ses1
GRAMMATICISM	krxm0 mxt3 this3 sis3 svm2
GRAMMATICIZE	krxm0 mxt3 this3 saj3
GRAMMATICIZES	krxm0 mxt3 this3 saj3 ses1
GRAMMATICO	krxm0 mxt3 thi1 khoo2
GRAMMATICS	krxm0 mxt3 thik1
GRAMMATICUS	krxm0 mxt3 thik3 khas2
GRAMMATISTICAL	krxm0 mxt3 thi1 khql2
GRAMME	krxxm2
GRAMMEL	krxxm0 mql2
GRAMMER	krxxm0 mqq2
GRAMMES	krxxm0
GRAMMIES	krxxm0 mii2
GRAMOPHONE	krxxm0 moo0 foon0
GRAMOPHONES	krxxm0 moo0 foon0
GRAMP	krxm3
GRAMPA	krxm0 paa2
GRAMPIAN	krxm0 piian2
GRAMPIANS	krxm0 piian2
GRAMPLEX	krxm0 phlek1
GRAMPS	krxm3
GRAMPTON	krxm3 tan2
GRAMPUS	krxm3 phas2
GRAMPUSES	krxm3 phas3 ses1
GRAMS	krxxm0
GRANADA	kree0 naa0 daa2
GRANADAS	kree0 naa0 daas2
GRANADO	kree0 naa0 doo2
GRANADOS	kree0 naa0 doos2
GRANARIES	krxx0 nqq0 rii2
GRANARY	krxx0 nqq0 rii2
GRANAT	kree0 nxt1
GRANATI	kree0 nxt3 tii2
GRAND	krxxn0
GRANDA	krxxn0 daa2
GRANDAD	krxxn0 dxxt3
GRANDADDIES	krxxn0 dxxt3 dii2
GRANDADDY	krxxn0 dxxt3 dii2
GRANDADS	krxxn0 dxxt3
GRANDAL	krxxn0 dql2
GRANDAM	krxxn0 dxxm0
GRANDAMES	krxxn0 dxxm0
GRANDAMS	krxxn0 dxxm0
GRANDATA	krxxn0 daa0 taa2
GRANDAUNT	krxxn0 aan3
GRANDAUNTS	krxxn0 aan3
GRANDBABIES	krxxn0 bee0 bii2
GRANDBABY	krxxn0 bee0 bii2
GRANDBERRY	krxxn0 bqq0 rii2
GRANDCHAMP	krxxn0 chxm3
GRANDCHILD	krxxn0 chaaj0
GRANDCHILDE	krxxn0 chaaj0
GRANDCHILDEN	krxxn0 chil0 den2
GRANDCHILDREN	krxxn0 chil0 dren2
GRANDDAD	krxxn0 dxxt3
GRANDDADDIES	krxxn0 dxxt3 dii2
GRANDDADDY	krxxn0 dxxt3 dii2
GRANDDADDYS	krxxn0 dxxt3 dii2
GRANDDADS	krxxn0 dxxt3
GRANDDAUGHTER	krxxn0 d@@0 thqq2
GRANDDAUGHTERLY	krxxn0 d@@0 thqq0 lii2
GRANDDAUGHTERS	krxxn0 d@@0 thqq2
GRANDEE	krxxn0 dii2
GRANDEES	krxxn0 dii2
GRANDEL	krxxn0 dql2
GRANDELL	krxxn0 del0
GRANDELLI	krxxn0 del0 lii2
GRANDER	krxxn0 dqq2
GRANDERSON	krxxn0 dqq0 san2
GRANDES	krxxn0
GRANDES	krxxn0
GRANDEST	krxxn0 dis1
GRANDEUR	krxxn0 cqq2
GRANDEURS	krxxn0 cqq2
GRANDFALLS	krxxn0 foo0
GRANDFATHER	krxxn0 faa0 tqq2
GRANDFATHERED	krxxn0 faa0 tqq2
GRANDFATHERHOOD	krxxn0 faa0 tqq2 huut3
GRANDFATHERING	krxxn0 faa0 tqq0 ring2
GRANDFATHERLESS	krxxn0 faa0 tqq2 lees3
GRANDFATHERLY	krxxn0 faa0 tqq0 lii2
GRANDFATHERS	krxxn0 faa0 tqq2
GRANDFIELD	krxxn0 fiil0
GRANDFORD	krxxn0 f@@t1
GRANDHI	krxxn0 hii0
GRANDHOLM	krxxn0 hoom0
GRANDI	krxxn0 dii2
GRANDIA	krxxn0 diia0
GRANDIER	krxxn0 diia0
GRANDILLA	krxxn0 dil0 laa2
GRANDILLO	krxxn0 dil0 loo2
GRANDILOQUENCE	krxxn0 dil0 loo0 khwen3
GRANDILOQUENT	krxxn0 dil0 loo0 khwen3
